rank,placeId,name,municipality,ui_region,ui_region_name,kto_content_type_id,kto_content_type_name,ui_category,pet_information_status,basic_score,pet_score,total_score,filled_useful_fields,total_useful_fields,fullness_pct,pet_details_summary,has_name,value_name,has_kto_content_type,value_kto_content_type,has_address,value_address,has_address_detail,value_address_detail,has_coordinates,value_coordinates,has_phone,value_phone,has_image,value_image,has_short_description,value_short_description,has_full_description,value_full_description,has_parking_info,value_parking_info,has_business_hours,value_business_hours,has_closed_days,value_closed_days,has_instagram_url,value_instagram_url,has_tags,value_tags,has_zipcode,value_zipcode,has_pet_acmpyTypeCd,value_pet_acmpyTypeCd,has_pet_acmpyNeedMtr,value_pet_acmpyNeedMtr,has_pet_acmpyPsblCpam,value_pet_acmpyPsblCpam,has_pet_etcAcmpyInfo,value_pet_etcAcmpyInfo,has_pet_relaAcdntRiskMtr,value_pet_relaAcdntRiskMtr,has_pet_relaFrnshPrdlst,value_pet_relaFrnshPrdlst,has_pet_relaPosesFclty,value_pet_relaPosesFclty,has_pet_relaPurcPrdlst,value_pet_relaPurcPrdlst,has_pet_relaRntlPrdlst,value_pet_relaRntlPrdlst,snapshot_sha256,design_version,data_note
524,kto-2876704,중문 돌담흑돼지,SEOGWIPO_CITY,seogwipo,서귀포시,39,음식점,food,UNKNOWN,7,0,7,7,24,29.17,,1,중문 돌담흑돼지,1,39:음식점,1,제주특별자치도 서귀포시 일주서로 909,1,1층,1,"33.2577303589,126.4132881627",0,,1,https://tong.visitkorea.or.kr/cms/resource/96/2876696_image2_1.jpg,0,,0,,0,,0,,0,,0,,0,,1,63534,0,,0,,0,,0,,0,,0,,0,,0,,0,,2b91c56fc7b5196bc828c9238081678ed31b26a21a318ac516580238a40ca35b,hank-place-field-audit-v1,Stage3 Firestore snapshot; live read blocked by RESOURCE_EXHAUSTED
525,kto-2876814,육도담 제주시청본점,JEJU_CITY,jeju_city,제주시,39,음식점,food,UNKNOWN,7,0,7,7,24,29.17,,1,육도담 제주시청본점,1,39:음식점,1,제주특별자치도 제주시 도남로 59,1,1층,1,"33.4950753788,126.5276839983",0,,1,https://tong.visitkorea.or.kr/cms/resource/67/2876767_image2_1.JPG,0,,0,,0,,0,,0,,0,,0,,1,63205,0,,0,,0,,0,,0,,0,,0,,0,,0,,2b91c56fc7b5196bc828c9238081678ed31b26a21a318ac516580238a40ca35b,hank-place-field-audit-v1,Stage3 Firestore snapshot; live read blocked by RESOURCE_EXHAUSTED
526,kto-2876854,제주또시랑,JEJU_CITY,jeju_city,제주시,39,음식점,food,UNKNOWN,7,0,7,7,24,29.17,,1,제주또시랑,1,39:음식점,1,제주특별자치도 제주시 연북로 724,1,1층,1,"33.4956423901,126.5532484301",0,,1,https://tong.visitkorea.or.kr/cms/resource/46/2876846_image2_1.JPG,0,,0,,0,,0,,0,,0,,0,,1,63305,0,,0,,0,,0,,0,,0,,0,,0,,0,,2b91c56fc7b5196bc828c9238081678ed31b26a21a318ac516580238a40ca35b,hank-place-field-audit-v1,Stage3 Firestore snapshot; live read blocked by RESOURCE_EXHAUSTED
527,kto-2877612,두리둠비,SEOGWIPO_CITY,seogwipo,서귀포시,39,음식점,food,UNKNOWN,7,0,7,7,24,29.17,,1,두리둠비,1,39:음식점,1,제주특별자치도 서귀포시 중문관광로 16 (색달동),1,1층,1,"33.2567416016,126.414701951",0,,1,https://tong.visitkorea.or.kr/cms/resource/99/2877599_image2_1.jpg,0,,0,,0,,0,,0,,0,,0,,1,63534,0,,0,,0,,0,,0,,0,,0,,0,,0,,2b91c56fc7b5196bc828c9238081678ed31b26a21a318ac516580238a40ca35b,hank-place-field-audit-v1,Stage3 Firestore snapshot; live read blocked by RESOURCE_EXHAUSTED
528,kto-2877751,신왕,SEOGWIPO_CITY,seogwipo,서귀포시,39,음식점,food,UNKNOWN,7,0,7,7,24,29.17,,1,신왕,1,39:음식점,1,제주특별자치도 서귀포시 신양로 112,1,1층,1,"33.4364604082,126.9215622735",0,,1,https://tong.visitkorea.or.kr/cms/resource/44/2877744_image2_1.jpg,0,,0,,0,,0,,0,,0,,0,,1,63641,0,,0,,0,,0,,0,,0,,0,,0,,0,,2b91c56fc7b5196bc828c9238081678ed31b26a21a318ac516580238a40ca35b,hank-place-field-audit-v1,Stage3 Firestore snapshot; live read blocked by RESOURCE_EXHAUSTED
529,kto-2877807,M1971 카페 엠브릿지,SEOGWIPO_CITY,seogwipo,서귀포시,39,음식점,cafe,UNKNOWN,7,0,7,7,24,29.17,,1,M1971 카페 엠브릿지,1,39:음식점,1,제주특별자치도 서귀포시 최남단해안로 128,1,M1971 요트클럽하우스 1F,1,"33.2101442731,126.2571416578",0,,1,https://tong.visitkorea.or.kr/cms/resource/98/2877798_image2_1.jpg,0,,0,,0,,0,,0,,0,,0,,1,63513,0,,0,,0,,0,,0,,0,,0,,0,,0,,2b91c56fc7b5196bc828c9238081678ed31b26a21a318ac516580238a40ca35b,hank-place-field-audit-v1,Stage3 Firestore snapshot; live read blocked by RESOURCE_EXHAUSTED
530,kto-2877827,나이체,JEJU_CITY,jeju_city,제주시,39,음식점,cafe,UNKNOWN,7,0,7,7,24,29.17,,1,나이체,1,39:음식점,1,제주특별자치도 제주시 인다6길 35 아라힐링,1,1층,1,"33.4752001061,126.546832785",0,,1,https://tong.visitkorea.or.kr/cms/resource/08/2877808_image2_1.jpg,0,,0,,0,,0,,0,,0,,0,,1,63247,0,,0,,0,,0,,0,,0,,0,,0,,0,,2b91c56fc7b5196bc828c9238081678ed31b26a21a318ac516580238a40ca35b,hank-place-field-audit-v1,Stage3 Firestore snapshot; live read blocked by RESOURCE_EXHAUSTED
531,kto-2877847,머문,JEJU_CITY,jeju_city,제주시,39,음식점,cafe,UNKNOWN,7,0,7,7,24,29.17,,1,머문,1,39:음식점,1,제주특별자치도 제주시 해맞이해안로 460,1,2층,1,"33.5556035357,126.7957815474",0,,1,https://tong.visitkorea.or.kr/cms/resource/36/2877836_image2_1.jpg,0,,0,,0,,0,,0,,0,,0,,1,63358,0,,0,,0,,0,,0,,0,,0,,0,,0,,2b91c56fc7b5196bc828c9238081678ed31b26a21a318ac516580238a40ca35b,hank-place-field-audit-v1,Stage3 Firestore snapshot; live read blocked by RESOURCE_EXHAUSTED
532,kto-2892256,블리스풀,JEJU_CITY,west,서부 (애월),39,음식점,cafe,UNKNOWN,7,0,7,7,24,29.17,,1,블리스풀,1,39:음식점,1,제주특별자치도 제주시 애월읍 산록서로 383,1,1층,1,"33.4040863279,126.4081908825",0,,1,https://tong.visitkorea.or.kr/cms/resource/05/2891905_image2_1.jpg,0,,0,,0,,0,,0,,0,,0,,1,63066,0,,0,,0,,0,,0,,0,,0,,0,,0,,2b91c56fc7b5196bc828c9238081678ed31b26a21a318ac516580238a40ca35b,hank-place-field-audit-v1,Stage3 Firestore snapshot; live read blocked by RESOURCE_EXHAUSTED
533,kto-2892313,커피냅로스터스 제주,JEJU_CITY,jeju_city,제주시,39,음식점,cafe,UNKNOWN,7,0,7,7,24,29.17,,1,커피냅로스터스 제주,1,39:음식점,1,제주특별자치도 제주시 하귀2길 45,1,1층,1,"33.4893353163,126.4138690241",0,,1,https://tong.visitkorea.or.kr/cms/resource/44/2891944_image2_1.jpg,0,,0,,0,,0,,0,,0,,0,,1,63053,0,,0,,0,,0,,0,,0,,0,,0,,0,,2b91c56fc7b5196bc828c9238081678ed31b26a21a318ac516580238a40ca35b,hank-place-field-audit-v1,Stage3 Firestore snapshot; live read blocked by RESOURCE_EXHAUSTED
534,kto-2892380,홀츠 애월,JEJU_CITY,jeju_city,제주시,39,음식점,cafe,UNKNOWN,7,0,7,7,24,29.17,,1,홀츠 애월,1,39:음식점,1,제주특별자치도 제주시 하소로 681-13,1,나동,1,"33.4243616788,126.3965636592",0,,1,https://tong.visitkorea.or.kr/cms/resource/70/2891970_image2_1.jpg,0,,0,,0,,0,,0,,0,,0,,1,63067,0,,0,,0,,0,,0,,0,,0,,0,,0,,2b91c56fc7b5196bc828c9238081678ed31b26a21a318ac516580238a40ca35b,hank-place-field-audit-v1,Stage3 Firestore snapshot; live read blocked by RESOURCE_EXHAUSTED
535,kto-2899545,아베베베이커리,JEJU_CITY,jeju_city,제주시,39,음식점,cafe,UNKNOWN,7,0,7,7,24,29.17,,1,아베베베이커리,1,39:음식점,1,제주특별자치도 제주시 동문로6길 4,1,동문시장 12번 게이트 옆,1,"33.5126845582,126.5288029453",0,,1,https://tong.visitkorea.or.kr/cms/resource/38/2899538_image2_1.jpg,0,,0,,0,,0,,0,,0,,0,,1,63264,0,,0,,0,,0,,0,,0,,0,,0,,0,,2b91c56fc7b5196bc828c9238081678ed31b26a21a318ac516580238a40ca35b,hank-place-field-audit-v1,Stage3 Firestore snapshot; live read blocked by RESOURCE_EXHAUSTED
536,kto-2899605,반디파스타,JEJU_CITY,jeju_city,제주시,39,음식점,food,UNKNOWN,7,0,7,7,24,29.17,,1,반디파스타,1,39:음식점,1,제주특별자치도 제주시 조함해안로 528,1,3층,1,"33.5424881703155,126.669212607777",0,,1,https://tong.visitkorea.or.kr/cms/resource/00/2899600_image2_1.jpg,0,,0,,0,,0,,0,,0,,0,,1,63333,0,,0,,0,,0,,0,,0,,0,,0,,0,,2b91c56fc7b5196bc828c9238081678ed31b26a21a318ac516580238a40ca35b,hank-place-field-audit-v1,Stage3 Firestore snapshot; live read blocked by RESOURCE_EXHAUSTED
537,kto-2899746,라임오렌지카페앤플라워,SEOGWIPO_CITY,seogwipo,서귀포시,39,음식점,cafe,UNKNOWN,7,0,7,7,24,29.17,,1,라임오렌지카페앤플라워,1,39:음식점,1,제주특별자치도 서귀포시 칠십리로 330 (토평동),1,1층,1,"33.2464159216,126.5871089772",0,,1,https://tong.visitkorea.or.kr/cms/resource/30/2899730_image2_1.jpg,0,,0,,0,,0,,0,,0,,0,,1,63599,0,,0,,0,,0,,0,,0,,0,,0,,0,,2b91c56fc7b5196bc828c9238081678ed31b26a21a318ac516580238a40ca35b,hank-place-field-audit-v1,Stage3 Firestore snapshot; live read blocked by RESOURCE_EXHAUSTED
538,kto-2902737,바움하우스,JEJU_CITY,jeju_city,제주시,39,음식점,food,UNKNOWN,7,0,7,7,24,29.17,,1,바움하우스,1,39:음식점,1,제주특별자치도 제주시 서해안로 448,1,1층,1,"33.5177194543,126.4875064221",0,,1,https://tong.visitkorea.or.kr/cms/resource/29/2902729_image2_1.jpg,0,,0,,0,,0,,0,,0,,0,,1,63114,0,,0,,0,,0,,0,,0,,0,,0,,0,,2b91c56fc7b5196bc828c9238081678ed31b26a21a318ac516580238a40ca35b,hank-place-field-audit-v1,Stage3 Firestore snapshot; live read blocked by RESOURCE_EXHAUSTED
539,kto-2902757,카페오놀,SEOGWIPO_CITY,seogwipo,서귀포시,39,음식점,cafe,UNKNOWN,7,0,7,7,24,29.17,,1,카페오놀,1,39:음식점,1,제주특별자치도 서귀포시 대포로 174,1,2층,1,"33.23866,126.43965",0,,1,https://tong.visitkorea.or.kr/cms/resource/80/4058280_image2_1.png,0,,0,,0,,0,,0,,0,,0,,1,63543,0,,0,,0,,0,,0,,0,,0,,0,,0,,2b91c56fc7b5196bc828c9238081678ed31b26a21a318ac516580238a40ca35b,hank-place-field-audit-v1,Stage3 Firestore snapshot; live read blocked by RESOURCE_EXHAUSTED
540,kto-2903088,오스모시스,JEJU_CITY,jeju_city,제주시,39,음식점,cafe,UNKNOWN,7,0,7,7,24,29.17,,1,오스모시스,1,39:음식점,1,제주특별자치도 제주시 해맞이해안로 1026,1,주 1동 1층,1,"33.5407946303,126.830889953",0,,1,https://tong.visitkorea.or.kr/cms/resource/75/2903075_image2_1.jpg,0,,0,,0,,0,,0,,0,,0,,1,63359,0,,0,,0,,0,,0,,0,,0,,0,,0,,2b91c56fc7b5196bc828c9238081678ed31b26a21a318ac516580238a40ca35b,hank-place-field-audit-v1,Stage3 Firestore snapshot; live read blocked by RESOURCE_EXHAUSTED
541,kto-2903123,올드북촌,JEJU_CITY,jeju_city,제주시,39,음식점,cafe,UNKNOWN,7,0,7,7,24,29.17,,1,올드북촌,1,39:음식점,1,제주특별자치도 제주시 일주동로 1437,1,1층,1,"33.5455418078,126.6883438872",0,,1,https://tong.visitkorea.or.kr/cms/resource/94/2903094_image2_1.jpg,0,,0,,0,,0,,0,,0,,0,,1,63339,0,,0,,0,,0,,0,,0,,0,,0,,0,,2b91c56fc7b5196bc828c9238081678ed31b26a21a318ac516580238a40ca35b,hank-place-field-audit-v1,Stage3 Firestore snapshot; live read blocked by RESOURCE_EXHAUSTED
542,kto-2904375,오랑우탄면사무소,SEOGWIPO_CITY,seogwipo,서귀포시,39,음식점,food,UNKNOWN,7,0,7,7,24,29.17,,1,오랑우탄면사무소,1,39:음식점,1,제주특별자치도 서귀포시 산방로 367-1,1,1층,1,"33.2311675843,126.297571017",0,,1,https://tong.visitkorea.or.kr/cms/resource/72/2904372_image2_1.jpg,0,,0,,0,,0,,0,,0,,0,,1,63528,0,,0,,0,,0,,0,,0,,0,,0,,0,,2b91c56fc7b5196bc828c9238081678ed31b26a21a318ac516580238a40ca35b,hank-place-field-audit-v1,Stage3 Firestore snapshot; live read blocked by RESOURCE_EXHAUSTED
543,kto-2904488,88로스터즈,JEJU_CITY,jeju_city,제주시,39,음식점,food,UNKNOWN,7,0,7,7,24,29.17,,1,88로스터즈,1,39:음식점,1,제주특별자치도 제주시 금산5길 35-1,1,1층,1,"33.5258578478,126.5634867132",0,,1,https://tong.visitkorea.or.kr/cms/resource/74/2904474_image2_1.jpg,0,,0,,0,,0,,0,,0,,0,,1,63286,0,,0,,0,,0,,0,,0,,0,,0,,0,,2b91c56fc7b5196bc828c9238081678ed31b26a21a318ac516580238a40ca35b,hank-place-field-audit-v1,Stage3 Firestore snapshot; live read blocked by RESOURCE_EXHAUSTED
544,kto-2904549,고요산책,JEJU_CITY,jeju_city,제주시,39,음식점,food,UNKNOWN,7,0,7,7,24,29.17,,1,고요산책,1,39:음식점,1,제주특별자치도 제주시 중앙로12길 5,1,1층,1,"33.5118171806,126.5238629435",0,,1,https://tong.visitkorea.or.kr/cms/resource/38/2904538_image2_1.jpg,0,,0,,0,,0,,0,,0,,0,,1,63168,0,,0,,0,,0,,0,,0,,0,,0,,0,,2b91c56fc7b5196bc828c9238081678ed31b26a21a318ac516580238a40ca35b,hank-place-field-audit-v1,Stage3 Firestore snapshot; live read blocked by RESOURCE_EXHAUSTED
545,kto-2904656,딜레탕트,JEJU_CITY,jeju_city,제주시,39,음식점,cafe,UNKNOWN,7,0,7,7,24,29.17,,1,딜레탕트,1,39:음식점,1,제주특별자치도 제주시 신북로 144,1,"1층,2층",1,"33.5351197779,126.6284354411",0,,1,https://tong.visitkorea.or.kr/cms/resource/41/2904641_image2_1.jpg,0,,0,,0,,0,,0,,0,,0,,1,63331,0,,0,,0,,0,,0,,0,,0,,0,,0,,2b91c56fc7b5196bc828c9238081678ed31b26a21a318ac516580238a40ca35b,hank-place-field-audit-v1,Stage3 Firestore snapshot; live read blocked by RESOURCE_EXHAUSTED
546,kto-2904892,빵귿,JEJU_CITY,jeju_city,제주시,39,음식점,food,UNKNOWN,7,0,7,7,24,29.17,,1,빵귿,1,39:음식점,1,제주특별자치도 제주시 구남동6길 45-1,1,1층,1,"33.4870980184348,126.535134681941",0,,1,https://tong.visitkorea.or.kr/cms/resource/41/4053741_image2_1.jpg,0,,0,,0,,0,,0,,0,,0,,1,63233,0,,0,,0,,0,,0,,0,,0,,0,,0,,2b91c56fc7b5196bc828c9238081678ed31b26a21a318ac516580238a40ca35b,hank-place-field-audit-v1,Stage3 Firestore snapshot; live read blocked by RESOURCE_EXHAUSTED
547,kto-2904992,오만정성 제주협재점,JEJU_CITY,jeju_city,제주시,39,음식점,food,UNKNOWN,7,0,7,7,24,29.17,,1,오만정성 제주협재점,1,39:음식점,1,제주특별자치도 제주시 일주서로 5083,1,1층,1,"33.3890493505,126.2504411696",0,,1,https://tong.visitkorea.or.kr/cms/resource/88/2904988_image2_1.jpg,0,,0,,0,,0,,0,,0,,0,,1,63011,0,,0,,0,,0,,0,,0,,0,,0,,0,,2b91c56fc7b5196bc828c9238081678ed31b26a21a318ac516580238a40ca35b,hank-place-field-audit-v1,Stage3 Firestore snapshot; live read blocked by RESOURCE_EXHAUSTED
548,kto-2905025,옥란면옥,JEJU_CITY,jeju_city,제주시,39,음식점,food,UNKNOWN,7,0,7,7,24,29.17,,1,옥란면옥,1,39:음식점,1,제주특별자치도 제주시 신북로 163,1,1층,1,"33.535563357,126.6308191157",0,,1,https://tong.visitkorea.or.kr/cms/resource/19/2905019_image2_1.jpg,0,,0,,0,,0,,0,,0,,0,,1,63331,0,,0,,0,,0,,0,,0,,0,,0,,0,,2b91c56fc7b5196bc828c9238081678ed31b26a21a318ac516580238a40ca35b,hank-place-field-audit-v1,Stage3 Firestore snapshot; live read blocked by RESOURCE_EXHAUSTED
549,kto-2905409,애월 우니담,JEJU_CITY,jeju_city,제주시,39,음식점,food,UNKNOWN,7,0,7,7,24,29.17,,1,애월 우니담,1,39:음식점,1,제주특별자치도 제주시 고내로13길 107,1,2층,1,"33.4724995156,126.3484162796",0,,1,https://tong.visitkorea.or.kr/cms/resource/07/2905407_image2_1.jpg,0,,0,,0,,0,,0,,0,,0,,1,63046,0,,0,,0,,0,,0,,0,,0,,0,,0,,2b91c56fc7b5196bc828c9238081678ed31b26a21a318ac516580238a40ca35b,hank-place-field-audit-v1,Stage3 Firestore snapshot; live read blocked by RESOURCE_EXHAUSTED
550,kto-2906155,가람,JEJU_CITY,jeju_city,제주시,39,음식점,food,UNKNOWN,7,0,7,7,24,29.17,,1,가람,1,39:음식점,1,제주특별자치도 제주시 복지로북길 4,1,1층,1,"33.4888475823,126.5206443232",0,,1,https://tong.visitkorea.or.kr/cms/resource/52/2906152_image2_1.jpg,0,,0,,0,,0,,0,,0,,0,,1,63220,0,,0,,0,,0,,0,,0,,0,,0,,0,,2b91c56fc7b5196bc828c9238081678ed31b26a21a318ac516580238a40ca35b,hank-place-field-audit-v1,Stage3 Firestore snapshot; live read blocked by RESOURCE_EXHAUSTED
551,kto-2906163,구씨커피로스터스,JEJU_CITY,east,동부 (구좌),39,음식점,cafe,UNKNOWN,7,0,7,7,24,29.17,,1,구씨커피로스터스,1,39:음식점,1,제주특별자치도 제주시 구좌로 21,1,1층,1,"33.5236266977927,126.853951432481",0,,1,https://tong.visitkorea.or.kr/cms/resource/37/4069937_image2_1.JPG,0,,0,,0,,0,,0,,0,,0,,1,63361,0,,0,,0,,0,,0,,0,,0,,0,,0,,2b91c56fc7b5196bc828c9238081678ed31b26a21a318ac516580238a40ca35b,hank-place-field-audit-v1,Stage3 Firestore snapshot; live read blocked by RESOURCE_EXHAUSTED
552,kto-2906174,금돈가 제주본점,JEJU_CITY,jeju_city,제주시,39,음식점,food,UNKNOWN,7,0,7,7,24,29.17,,1,금돈가 제주본점,1,39:음식점,1,제주특별자치도 제주시 가문동남길 63,1,1층,1,"33.4842960429,126.3911259246",0,,1,https://tong.visitkorea.or.kr/cms/resource/71/2906171_image2_1.JPG,0,,0,,0,,0,,0,,0,,0,,1,63050,0,,0,,0,,0,,0,,0,,0,,0,,0,,2b91c56fc7b5196bc828c9238081678ed31b26a21a318ac516580238a40ca35b,hank-place-field-audit-v1,Stage3 Firestore snapshot; live read blocked by RESOURCE_EXHAUSTED
553,kto-2906322,항아리조림,JEJU_CITY,jeju_city,제주시,39,음식점,food,UNKNOWN,7,0,7,7,24,29.17,,1,항아리조림,1,39:음식점,1,제주특별자치도 제주시 세화3길 32,1,1층,1,"33.5261681085,126.8563955909",0,,1,https://tong.visitkorea.or.kr/cms/resource/06/4080406_image2_1.jpg,0,,0,,0,,0,,0,,0,,0,,1,63361,0,,0,,0,,0,,0,,0,,0,,0,,0,,2b91c56fc7b5196bc828c9238081678ed31b26a21a318ac516580238a40ca35b,hank-place-field-audit-v1,Stage3 Firestore snapshot; live read blocked by RESOURCE_EXHAUSTED
554,kto-2906375,해왕성반점본점,JEJU_CITY,jeju_city,제주시,39,음식점,food,UNKNOWN,7,0,7,7,24,29.17,,1,해왕성반점본점,1,39:음식점,1,제주특별자치도 제주시 우정로12길 10 (외도일동),1,1층,1,"33.487705608,126.4298184725",0,,1,https://tong.visitkorea.or.kr/cms/resource/43/2906343_image2_1.JPG,0,,0,,0,,0,,0,,0,,0,,1,63069,0,,0,,0,,0,,0,,0,,0,,0,,0,,2b91c56fc7b5196bc828c9238081678ed31b26a21a318ac516580238a40ca35b,hank-place-field-audit-v1,Stage3 Firestore snapshot; live read blocked by RESOURCE_EXHAUSTED
555,kto-2908746,파리게이츠 신제주점,JEJU_CITY,jeju_city,제주시,38,쇼핑,spot,UNKNOWN,7,0,7,7,24,29.17,,1,파리게이츠 신제주점,1,38:쇼핑,1,제주특별자치도 제주시 연북로 20 (노형동),1,에코퍼플,1,"33.4816896730468,126.483442572409",0,,1,https://tong.visitkorea.or.kr/cms/resource/44/4020344_image2_1.jpg,0,,0,,0,,0,,0,,0,,0,,1,63086,0,,0,,0,,0,,0,,0,,0,,0,,0,,2b91c56fc7b5196bc828c9238081678ed31b26a21a318ac516580238a40ca35b,hank-place-field-audit-v1,Stage3 Firestore snapshot; live read blocked by RESOURCE_EXHAUSTED
556,kto-2910031,청담루이성형외과의원,JEJU_CITY,jeju_city,제주시,38,쇼핑,spot,UNKNOWN,7,0,7,7,24,29.17,,1,청담루이성형외과의원,1,38:쇼핑,1,제주특별자치도 제주시 노형14길 14 (노형동),1,3층,1,"33.484497219176,126.479775295979",0,,1,https://tong.visitkorea.or.kr/cms/resource/41/4020141_image2_1.jpg,0,,0,,0,,0,,0,,0,,0,,1,63083,0,,0,,0,,0,,0,,0,,0,,0,,0,,2b91c56fc7b5196bc828c9238081678ed31b26a21a318ac516580238a40ca35b,hank-place-field-audit-v1,Stage3 Firestore snapshot; live read blocked by RESOURCE_EXHAUSTED
557,kto-2914248,파렌하이트 제주점,JEJU_CITY,jeju_city,제주시,38,쇼핑,spot,UNKNOWN,7,0,7,7,24,29.17,,1,파렌하이트 제주점,1,38:쇼핑,1,제주특별자치도 제주시 칠성로길 27 (일도일동),1,1층,1,"33.5145036587587,126.525776733938",0,,1,https://tong.visitkorea.or.kr/cms/resource/17/4043217_image2_1.jpg,0,,0,,0,,0,,0,,0,,0,,1,63277,0,,0,,0,,0,,0,,0,,0,,0,,0,,2b91c56fc7b5196bc828c9238081678ed31b26a21a318ac516580238a40ca35b,hank-place-field-audit-v1,Stage3 Firestore snapshot; live read blocked by RESOURCE_EXHAUSTED
558,kto-2925644,탑텐 이마트 신제주점,JEJU_CITY,jeju_city,제주시,38,쇼핑,spot,UNKNOWN,7,0,7,7,24,29.17,,1,탑텐 이마트 신제주점,1,38:쇼핑,1,제주특별자치도 제주시 1100로 3348 (노형동),1,1층,1,"33.4849650136857,126.480431633456",0,,1,https://tong.visitkorea.or.kr/cms/resource/68/4020368_image2_1.jpg,0,,0,,0,,0,,0,,0,,0,,1,63082,0,,0,,0,,0,,0,,0,,0,,0,,0,,2b91c56fc7b5196bc828c9238081678ed31b26a21a318ac516580238a40ca35b,hank-place-field-audit-v1,Stage3 Firestore snapshot; live read blocked by RESOURCE_EXHAUSTED
559,kto-3012012,석예원 본초 족욕 성산점,SEOGWIPO_CITY,east,동부 (성산),12,관광지,spot,UNKNOWN,7,0,7,7,24,29.17,,1,석예원 본초 족욕 성산점,1,12:관광지,1,제주특별자치도 서귀포시 성산읍 섭지코지로25번길 34,1,2층,1,"33.4420815357,126.9195588427",0,,1,https://tong.visitkorea.or.kr/cms/resource/69/3011969_image2_1.jpg,0,,0,,0,,0,,0,,0,,0,,1,63641,0,,0,,0,,0,,0,,0,,0,,0,,0,,2b91c56fc7b5196bc828c9238081678ed31b26a21a318ac516580238a40ca35b,hank-place-field-audit-v1,Stage3 Firestore snapshot; live read blocked by RESOURCE_EXHAUSTED
560,kto-3013310,황우지선녀탕,SEOGWIPO_CITY,seogwipo,서귀포시,12,관광지,spot,UNKNOWN,7,0,7,7,24,29.17,,1,황우지선녀탕,1,12:관광지,1,제주특별자치도 서귀포시 서홍동,1,795-5,1,"33.239452,126.548922",0,,1,https://tong.visitkorea.or.kr/cms/resource/36/3585236_image2_1.jpg,0,,0,,0,,0,,0,,0,,0,,1,63578,0,,0,,0,,0,,0,,0,,0,,0,,0,,2b91c56fc7b5196bc828c9238081678ed31b26a21a318ac516580238a40ca35b,hank-place-field-audit-v1,Stage3 Firestore snapshot; live read blocked by RESOURCE_EXHAUSTED
561,kto-3014969,문화의 달 행사,SEOGWIPO_CITY,seogwipo,서귀포시,15,축제공연행사,spot,UNKNOWN,7,0,7,7,24,29.17,,1,문화의 달 행사,1,15:축제공연행사,1,제주특별자치도 서귀포시 남성중로 2-9 (서홍동),0,,1,"33.2438675382,126.5598424335",1,064-760-0901,1,https://tong.visitkorea.or.kr/cms/resource/69/3562069_image2_1.jpg,0,,0,,0,,0,,0,,0,,0,,1,63594,0,,0,,0,,0,,0,,0,,0,,0,,0,,2b91c56fc7b5196bc828c9238081678ed31b26a21a318ac516580238a40ca35b,hank-place-field-audit-v1,Stage3 Firestore snapshot; live read blocked by RESOURCE_EXHAUSTED
562,kto-3015608,수망리 마흐니숲길,SEOGWIPO_CITY,seogwipo,서귀포시,12,관광지,spot,UNKNOWN,7,0,7,7,24,29.17,,1,수망리 마흐니숲길,1,12:관광지,1,제주특별자치도 서귀포시 남원읍 수망리,1,산203,1,"33.379987,126.658416",0,,1,https://tong.visitkorea.or.kr/cms/resource/92/3015592_image2_1.jpg,0,,0,,0,,0,,0,,0,,0,,1,63615,0,,0,,0,,0,,0,,0,,0,,0,,0,,2b91c56fc7b5196bc828c9238081678ed31b26a21a318ac516580238a40ca35b,hank-place-field-audit-v1,Stage3 Firestore snapshot; live read blocked by RESOURCE_EXHAUSTED
563,kto-3027466,달달미깡감귤밭,SEOGWIPO_CITY,west,서부 (애월),12,관광지,spot,UNKNOWN,7,0,7,7,24,29.17,,1,달달미깡감귤밭,1,12:관광지,1,제주 제주시 애월읍 광령리,1,May-99,1,"33.459298,126.421894",0,,1,https://tong.visitkorea.or.kr/cms/resource/54/3027454_image2_1.jpg,0,,0,,0,,0,,0,,0,,0,,1,695904,0,,0,,0,,0,,0,,0,,0,,0,,0,,2b91c56fc7b5196bc828c9238081678ed31b26a21a318ac516580238a40ca35b,hank-place-field-audit-v1,Stage3 Firestore snapshot; live read blocked by RESOURCE_EXHAUSTED
564,kto-3030250,온더스톤 브런치카페 제주성산점,SEOGWIPO_CITY,east,동부 (성산),39,음식점,food,UNKNOWN,7,0,7,7,24,29.17,,1,온더스톤 브런치카페 제주성산점,1,39:음식점,1,제주특별자치도 서귀포시 성산읍 해맞이해안로 2746,1,H동 1~2층,1,"33.4702982825,126.9182256717",0,,1,https://tong.visitkorea.or.kr/cms/resource/04/3030204_image2_1.jpg,0,,0,,0,,0,,0,,0,,0,,1,63639,0,,0,,0,,0,,0,,0,,0,,0,,0,,2b91c56fc7b5196bc828c9238081678ed31b26a21a318ac516580238a40ca35b,hank-place-field-audit-v1,Stage3 Firestore snapshot; live read blocked by RESOURCE_EXHAUSTED
