rank,placeId,name,municipality,ui_region,ui_region_name,kto_content_type_id,kto_content_type_name,ui_category,pet_information_status,basic_score,pet_score,total_score,filled_useful_fields,total_useful_fields,fullness_pct,pet_details_summary,has_name,value_name,has_kto_content_type,value_kto_content_type,has_address,value_address,has_address_detail,value_address_detail,has_coordinates,value_coordinates,has_phone,value_phone,has_image,value_image,has_short_description,value_short_description,has_full_description,value_full_description,has_parking_info,value_parking_info,has_business_hours,value_business_hours,has_closed_days,value_closed_days,has_instagram_url,value_instagram_url,has_tags,value_tags,has_zipcode,value_zipcode,has_pet_acmpyTypeCd,value_pet_acmpyTypeCd,has_pet_acmpyNeedMtr,value_pet_acmpyNeedMtr,has_pet_acmpyPsblCpam,value_pet_acmpyPsblCpam,has_pet_etcAcmpyInfo,value_pet_etcAcmpyInfo,has_pet_relaAcdntRiskMtr,value_pet_relaAcdntRiskMtr,has_pet_relaFrnshPrdlst,value_pet_relaFrnshPrdlst,has_pet_relaPosesFclty,value_pet_relaPosesFclty,has_pet_relaPurcPrdlst,value_pet_relaPurcPrdlst,has_pet_relaRntlPrdlst,value_pet_relaRntlPrdlst,snapshot_sha256,design_version,data_note
953,kto-1891955,명문가시리식당,SEOGWIPO_CITY,east,동부 (표선),39,음식점,food,UNKNOWN,6,0,6,6,24,25,,1,명문가시리식당,1,39:음식점,1,제주특별자치도 서귀포시 표선면 중산간동로 5218,0,,1,"33.3528385576,126.7707218506",0,,1,https://tong.visitkorea.or.kr/cms/resource/50/3403350_image2_1.jpg,0,,0,,0,,0,,0,,0,,0,,1,63623,0,,0,,0,,0,,0,,0,,0,,0,,0,,2b91c56fc7b5196bc828c9238081678ed31b26a21a318ac516580238a40ca35b,hank-place-field-audit-v1,Stage3 Firestore snapshot; live read blocked by RESOURCE_EXHAUSTED
954,kto-1892305,몽생이,JEJU_CITY,west,서부 (한경),39,음식점,food,UNKNOWN,6,0,6,6,24,25,,1,몽생이,1,39:음식점,1,제주특별자치도 제주시 한경면 녹차분재로 628,0,,1,"33.3246236742,126.2604972325",0,,1,https://tong.visitkorea.or.kr/cms/resource/87/3396987_image2_1.jpg,0,,0,,0,,0,,0,,0,,0,,1,63005,0,,0,,0,,0,,0,,0,,0,,0,,0,,2b91c56fc7b5196bc828c9238081678ed31b26a21a318ac516580238a40ca35b,hank-place-field-audit-v1,Stage3 Firestore snapshot; live read blocked by RESOURCE_EXHAUSTED
955,kto-1892321,무인카페 산책,JEJU_CITY,west,서부 (애월),39,음식점,cafe,UNKNOWN,6,0,6,6,24,25,,1,무인카페 산책,1,39:음식점,1,제주특별자치도 제주시 애월읍 고내로7길 49,0,,1,"33.4668838075,126.3369206678",0,,1,https://tong.visitkorea.or.kr/cms/resource/58/3396858_image2_1.jpg,0,,0,,0,,0,,0,,0,,0,,1,63045,0,,0,,0,,0,,0,,0,,0,,0,,0,,2b91c56fc7b5196bc828c9238081678ed31b26a21a318ac516580238a40ca35b,hank-place-field-audit-v1,Stage3 Firestore snapshot; live read blocked by RESOURCE_EXHAUSTED
956,kto-1893993,하얀언덕,SEOGWIPO_CITY,east,동부 (표선),32,숙박,stay,UNKNOWN,6,0,6,6,24,25,,1,하얀언덕,1,32:숙박,1,제주특별자치도 서귀포시 표선면 민속해안로 351,0,,1,"33.3114940302193,126.83397098104282",0,,1,https://tong.visitkorea.or.kr/cms/resource/10/3516110_image2_1.jpg,0,,0,,0,,0,,0,,0,,0,,1,63629,0,,0,,0,,0,,0,,0,,0,,0,,0,,2b91c56fc7b5196bc828c9238081678ed31b26a21a318ac516580238a40ca35b,hank-place-field-audit-v1,Stage3 Firestore snapshot; live read blocked by RESOURCE_EXHAUSTED
957,kto-1894943,포도호텔,SEOGWIPO_CITY,west,서부 (안덕),32,숙박,stay,UNKNOWN,6,0,6,6,24,25,,1,포도호텔,1,32:숙박,1,제주특별자치도 서귀포시 안덕면 상천리,0,,1,"33.3178733106,126.3875196113",0,,1,https://tong.visitkorea.or.kr/cms/resource/01/3569801_image2_1.jpg,0,,0,,0,,0,,0,,0,,0,,1,63525,0,,0,,0,,0,,0,,0,,0,,0,,0,,2b91c56fc7b5196bc828c9238081678ed31b26a21a318ac516580238a40ca35b,hank-place-field-audit-v1,Stage3 Firestore snapshot; live read blocked by RESOURCE_EXHAUSTED
958,kto-1895611,천아오름,JEJU_CITY,west,서부 (애월),12,관광지,spot,UNKNOWN,6,0,6,6,24,25,,1,천아오름,1,12:관광지,1,제주특별자치도 제주시 애월읍 광령리,0,,1,"33.3969294468,126.4499096413",0,,1,https://tong.visitkorea.or.kr/cms/resource/93/3526993_image2_1.jpg,0,,0,,0,,0,,0,,0,,0,,1,63062,0,,0,,0,,0,,0,,0,,0,,0,,0,,2b91c56fc7b5196bc828c9238081678ed31b26a21a318ac516580238a40ca35b,hank-place-field-audit-v1,Stage3 Firestore snapshot; live read blocked by RESOURCE_EXHAUSTED
959,kto-1895633,비양봉,JEJU_CITY,west,서부 (한림),12,관광지,spot,UNKNOWN,6,0,6,6,24,25,,1,비양봉,1,12:관광지,1,제주특별자치도 제주시 한림읍 협재리,0,,1,"33.4085746459,126.2271120833",0,,1,https://tong.visitkorea.or.kr/cms/resource/71/3585371_image2_1.jpg,0,,0,,0,,0,,0,,0,,0,,1,63011,0,,0,,0,,0,,0,,0,,0,,0,,0,,2b91c56fc7b5196bc828c9238081678ed31b26a21a318ac516580238a40ca35b,hank-place-field-audit-v1,Stage3 Firestore snapshot; live read blocked by RESOURCE_EXHAUSTED
960,kto-1896032,가름게스트하우스,SEOGWIPO_CITY,seogwipo,서귀포시,32,숙박,stay,UNKNOWN,6,0,6,6,24,25,,1,가름게스트하우스,1,32:숙박,1,제주특별자치도 서귀포시 법환하로9번길 10,0,,1,"33.2365573431858,126.512325818449",0,,1,https://tong.visitkorea.or.kr/cms/resource/88/3516088_image2_1.JPG,0,,0,,0,,0,,0,,0,,0,,1,63573,0,,0,,0,,0,,0,,0,,0,,0,,0,,2b91c56fc7b5196bc828c9238081678ed31b26a21a318ac516580238a40ca35b,hank-place-field-audit-v1,Stage3 Firestore snapshot; live read blocked by RESOURCE_EXHAUSTED
961,kto-1896087,범섬앞어촌계횟집,SEOGWIPO_CITY,seogwipo,서귀포시,39,음식점,food,UNKNOWN,6,0,6,6,24,25,,1,범섬앞어촌계횟집,1,39:음식점,1,제주특별자치도 서귀포시 막숙포로 61 (법환동),0,,1,"33.2357739394,126.5150778842",0,,1,https://tong.visitkorea.or.kr/cms/resource/94/3466494_image2_1.jpg,0,,0,,0,,0,,0,,0,,0,,1,63573,0,,0,,0,,0,,0,,0,,0,,0,,0,,2b91c56fc7b5196bc828c9238081678ed31b26a21a318ac516580238a40ca35b,hank-place-field-audit-v1,Stage3 Firestore snapshot; live read blocked by RESOURCE_EXHAUSTED
962,kto-1896538,오라숲소리,JEJU_CITY,jeju_city,제주시,39,음식점,food,UNKNOWN,6,0,6,6,24,25,,1,오라숲소리,1,39:음식점,1,제주특별자치도 제주시 오라로 80,0,,1,"33.4955188853,126.5117699965",0,,1,https://tong.visitkorea.or.kr/cms/resource/33/3396933_image2_1.jpg,0,,0,,0,,0,,0,,0,,0,,1,63148,0,,0,,0,,0,,0,,0,,0,,0,,0,,2b91c56fc7b5196bc828c9238081678ed31b26a21a318ac516580238a40ca35b,hank-place-field-audit-v1,Stage3 Firestore snapshot; live read blocked by RESOURCE_EXHAUSTED
963,kto-1897905,노을담은뜨락,SEOGWIPO_CITY,west,서부 (대정),32,숙박,stay,UNKNOWN,6,0,6,6,24,25,,1,노을담은뜨락,1,32:숙박,1,제주특별자치도 서귀포시 대정읍 노을해안로 416,0,,1,"33.2562936895,126.1903769911",0,,1,https://tong.visitkorea.or.kr/cms/resource/64/3562864_image2_1.jpg,0,,0,,0,,0,,0,,0,,0,,1,63501,0,,0,,0,,0,,0,,0,,0,,0,,0,,2b91c56fc7b5196bc828c9238081678ed31b26a21a318ac516580238a40ca35b,hank-place-field-audit-v1,Stage3 Firestore snapshot; live read blocked by RESOURCE_EXHAUSTED
964,kto-1898484,붉은오름자연휴양림,SEOGWIPO_CITY,east,동부 (표선),12,관광지,spot,UNKNOWN,6,0,6,6,24,25,,1,붉은오름자연휴양림,1,12:관광지,1,제주특별자치도 서귀포시 표선면 남조로 1487-73,0,,1,"33.3952748674,126.6742707606",0,,1,https://tong.visitkorea.or.kr/cms/resource/70/3023770_image2_1.jpg,0,,0,,0,,0,,0,,0,,0,,1,63622,0,,0,,0,,0,,0,,0,,0,,0,,0,,2b91c56fc7b5196bc828c9238081678ed31b26a21a318ac516580238a40ca35b,hank-place-field-audit-v1,Stage3 Firestore snapshot; live read blocked by RESOURCE_EXHAUSTED
965,kto-1905844,비울채울,SEOGWIPO_CITY,seogwipo,서귀포시,32,숙박,stay,UNKNOWN,6,0,6,6,24,25,,1,비울채울,1,32:숙박,1,제주특별자치도 서귀포시 검은여로130번길 73,1,(보목동),1,"33.2492432142182,126.589621140833",0,,0,,0,,0,,0,,0,,0,,0,,0,,1,63599,0,,0,,0,,0,,0,,0,,0,,0,,0,,2b91c56fc7b5196bc828c9238081678ed31b26a21a318ac516580238a40ca35b,hank-place-field-audit-v1,Stage3 Firestore snapshot; live read blocked by RESOURCE_EXHAUSTED
966,kto-1906195,동백동산,JEJU_CITY,east,동부 (조천),12,관광지,spot,UNKNOWN,6,0,6,6,24,25,,1,동백동산,1,12:관광지,1,제주특별자치도 제주시 조천읍 동백로 77,0,,1,"33.5098,126.7155",0,,1,https://tong.visitkorea.or.kr/cms/resource/79/2585079_image2_1.jpg,0,,0,,0,,0,,0,,0,,0,,1,63340,0,,0,,0,,0,,0,,0,,0,,0,,0,,2b91c56fc7b5196bc828c9238081678ed31b26a21a318ac516580238a40ca35b,hank-place-field-audit-v1,Stage3 Firestore snapshot; live read blocked by RESOURCE_EXHAUSTED
967,kto-1906211,두맹이골목,JEJU_CITY,jeju_city,제주시,12,관광지,spot,UNKNOWN,6,0,6,6,24,25,,1,두맹이골목,1,12:관광지,1,제주특별자치도 제주시 동문로16길 17-4 (일도이동),0,,1,"33.5120458378,126.5349218725",0,,1,https://tong.visitkorea.or.kr/cms/resource/20/3384820_image2_1.jpg,0,,0,,0,,0,,0,,0,,0,,1,63265,0,,0,,0,,0,,0,,0,,0,,0,,0,,2b91c56fc7b5196bc828c9238081678ed31b26a21a318ac516580238a40ca35b,hank-place-field-audit-v1,Stage3 Firestore snapshot; live read blocked by RESOURCE_EXHAUSTED
968,kto-1907801,제주4·3평화공원,JEJU_CITY,jeju_city,제주시,12,관광지,spot,UNKNOWN,6,0,6,6,24,25,,1,제주4·3평화공원,1,12:관광지,1,제주특별자치도 제주시 명림로 430,0,,1,"33.4498231292,126.6177472981",0,,1,https://tong.visitkorea.or.kr/cms/resource/72/4094972_image2_1.jpg,0,,0,,0,,0,,0,,0,,0,,1,63313,0,,0,,0,,0,,0,,0,,0,,0,,0,,2b91c56fc7b5196bc828c9238081678ed31b26a21a318ac516580238a40ca35b,hank-place-field-audit-v1,Stage3 Firestore snapshot; live read blocked by RESOURCE_EXHAUSTED
969,kto-1911160,헬로키티아일랜드,SEOGWIPO_CITY,west,서부 (안덕),14,문화시설,spot,UNKNOWN,6,0,6,6,24,25,,1,헬로키티아일랜드,1,14:문화시설,1,제주특별자치도 서귀포시 안덕면 한창로 340,0,,1,"33.2900541414,126.3521228223",0,,1,https://tong.visitkorea.or.kr/cms/resource/80/3548380_image2_1.jpg,0,,0,,0,,0,,0,,0,,0,,1,63526,0,,0,,0,,0,,0,,0,,0,,0,,0,,2b91c56fc7b5196bc828c9238081678ed31b26a21a318ac516580238a40ca35b,hank-place-field-audit-v1,Stage3 Firestore snapshot; live read blocked by RESOURCE_EXHAUSTED
970,kto-1918413,지미봉,JEJU_CITY,east,동부 (구좌),12,관광지,spot,UNKNOWN,6,0,6,6,24,25,,1,지미봉,1,12:관광지,1,제주특별자치도 제주시 구좌읍 종달리,0,,1,"33.4992031582,126.9020069661",0,,1,https://tong.visitkorea.or.kr/cms/resource/85/3523585_image2_1.jpg,0,,0,,0,,0,,0,,0,,0,,1,63354,0,,0,,0,,0,,0,,0,,0,,0,,0,,2b91c56fc7b5196bc828c9238081678ed31b26a21a318ac516580238a40ca35b,hank-place-field-audit-v1,Stage3 Firestore snapshot; live read blocked by RESOURCE_EXHAUSTED
971,kto-1918421,폭낭오름,JEJU_CITY,west,서부 (애월),12,관광지,spot,UNKNOWN,6,0,6,6,24,25,,1,폭낭오름,1,12:관광지,1,제주특별자치도 제주시 애월읍 봉성리,0,,1,"33.3522277635,126.3822415228",0,,1,https://tong.visitkorea.or.kr/cms/resource/39/3478039_image2_1.jpg,0,,0,,0,,0,,0,,0,,0,,1,63039,0,,0,,0,,0,,0,,0,,0,,0,,0,,2b91c56fc7b5196bc828c9238081678ed31b26a21a318ac516580238a40ca35b,hank-place-field-audit-v1,Stage3 Firestore snapshot; live read blocked by RESOURCE_EXHAUSTED
972,kto-1918639,월정리해변(월정리해수욕장),JEJU_CITY,east,동부 (구좌),12,관광지,spot,UNKNOWN,6,0,6,6,24,25,,1,월정리해변(월정리해수욕장),1,12:관광지,1,제주특별자치도 제주시 구좌읍 해맞이해안로 485,0,,1,"33.5550461413,126.7982299577",0,,1,https://tong.visitkorea.or.kr/cms/resource/93/4075293_image2_1.jpg,0,,0,,0,,0,,0,,0,,0,,1,63358,0,,0,,0,,0,,0,,0,,0,,0,,0,,2b91c56fc7b5196bc828c9238081678ed31b26a21a318ac516580238a40ca35b,hank-place-field-audit-v1,Stage3 Firestore snapshot; live read blocked by RESOURCE_EXHAUSTED
973,kto-1918950,괴오름,JEJU_CITY,west,서부 (애월),12,관광지,spot,UNKNOWN,6,0,6,6,24,25,,1,괴오름,1,12:관광지,1,제주특별자치도 제주시 애월읍 봉성리 산41,0,,1,"33.356088341,126.3754586925",0,,1,https://tong.visitkorea.or.kr/cms/resource/40/3585540_image2_1.jpg,0,,0,,0,,0,,0,,0,,0,,1,63039,0,,0,,0,,0,,0,,0,,0,,0,,0,,2b91c56fc7b5196bc828c9238081678ed31b26a21a318ac516580238a40ca35b,hank-place-field-audit-v1,Stage3 Firestore snapshot; live read blocked by RESOURCE_EXHAUSTED
974,kto-1918965,걸서악(걸세오름),JEJU_CITY,jeju_city,제주시,12,관광지,spot,UNKNOWN,6,0,6,6,24,25,,1,걸서악(걸세오름),1,12:관광지,1,제주특별자치도 서귀포시 남원읍 하례리 산 127-2,0,,1,"33.282155,126.619945",0,,1,https://tong.visitkorea.or.kr/cms/resource/12/3478012_image2_1.jpg,0,,0,,0,,0,,0,,0,,0,,1,699946,0,,0,,0,,0,,0,,0,,0,,0,,0,,2b91c56fc7b5196bc828c9238081678ed31b26a21a318ac516580238a40ca35b,hank-place-field-audit-v1,Stage3 Firestore snapshot; live read blocked by RESOURCE_EXHAUSTED
975,kto-1925362,어영공원,JEJU_CITY,jeju_city,제주시,12,관광지,spot,UNKNOWN,6,0,6,6,24,25,,1,어영공원,1,12:관광지,1,제주특별자치도 제주시 서해안로 451 (용담삼동),0,,1,"33.5183749384,126.4875702904",0,,1,https://tong.visitkorea.or.kr/cms/resource/14/3053314_image2_1.jpg,0,,0,,0,,0,,0,,0,,0,,1,63114,0,,0,,0,,0,,0,,0,,0,,0,,0,,2b91c56fc7b5196bc828c9238081678ed31b26a21a318ac516580238a40ca35b,hank-place-field-audit-v1,Stage3 Firestore snapshot; live read blocked by RESOURCE_EXHAUSTED
976,kto-1926354,오백나한,SEOGWIPO_CITY,seogwipo,서귀포시,12,관광지,spot,UNKNOWN,6,0,6,6,24,25,,1,오백나한,1,12:관광지,1,제주특별자치도 서귀포시 하원동,0,,1,"33.3545294146,126.5027115669",0,,1,https://tong.visitkorea.or.kr/cms/resource/72/3528372_image2_1.jpg,0,,0,,0,,0,,0,,0,,0,,1,63554,0,,0,,0,,0,,0,,0,,0,,0,,0,,2b91c56fc7b5196bc828c9238081678ed31b26a21a318ac516580238a40ca35b,hank-place-field-audit-v1,Stage3 Firestore snapshot; live read blocked by RESOURCE_EXHAUSTED
977,kto-1926369,정물알오름,JEJU_CITY,west,서부 (한림),12,관광지,spot,UNKNOWN,6,0,6,6,24,25,,1,정물알오름,1,12:관광지,1,제주특별자치도 제주시 한림읍 금악리,0,,1,"33.3393282866,126.3249106803",0,,1,https://tong.visitkorea.or.kr/cms/resource/43/3585443_image2_1.jpg,0,,0,,0,,0,,0,,0,,0,,1,63021,0,,0,,0,,0,,0,,0,,0,,0,,0,,2b91c56fc7b5196bc828c9238081678ed31b26a21a318ac516580238a40ca35b,hank-place-field-audit-v1,Stage3 Firestore snapshot; live read blocked by RESOURCE_EXHAUSTED
978,kto-1928421,다려도,JEJU_CITY,east,동부 (조천),12,관광지,spot,UNKNOWN,6,0,6,6,24,25,,1,다려도,1,12:관광지,1,제주특별자치도 제주시 조천읍 북촌리,0,,1,"33.5572322923,126.6953319009",0,,1,https://tong.visitkorea.or.kr/cms/resource/99/3565199_image2_1.jpg,0,,0,,0,,0,,0,,0,,0,,1,63339,0,,0,,0,,0,,0,,0,,0,,0,,0,,2b91c56fc7b5196bc828c9238081678ed31b26a21a318ac516580238a40ca35b,hank-place-field-audit-v1,Stage3 Firestore snapshot; live read blocked by RESOURCE_EXHAUSTED
979,kto-1932636,제주 메이플호텔,JEJU_CITY,jeju_city,제주시,32,숙박,stay,UNKNOWN,6,0,6,6,24,25,,1,제주 메이플호텔,1,32:숙박,1,제주특별자치도 제주시 원노형3길 41 메이플호텔,0,,1,"33.4865589227,126.4817104098",0,,1,https://tong.visitkorea.or.kr/cms/resource/30/2688230_image2_1.jpg,0,,0,,0,,0,,0,,0,,0,,1,63081,0,,0,,0,,0,,0,,0,,0,,0,,0,,2b91c56fc7b5196bc828c9238081678ed31b26a21a318ac516580238a40ca35b,hank-place-field-audit-v1,Stage3 Firestore snapshot; live read blocked by RESOURCE_EXHAUSTED
980,kto-1936039,서건도,SEOGWIPO_CITY,seogwipo,서귀포시,12,관광지,spot,UNKNOWN,6,0,6,6,24,25,,1,서건도,1,12:관광지,1,제주특별자치도 서귀포시 강정동,0,,1,"33.2540292433,126.4927119133",0,,1,https://tong.visitkorea.or.kr/cms/resource/36/3026836_image2_1.jpg,0,,0,,0,,0,,0,,0,,0,,1,63564,0,,0,,0,,0,,0,,0,,0,,0,,0,,2b91c56fc7b5196bc828c9238081678ed31b26a21a318ac516580238a40ca35b,hank-place-field-audit-v1,Stage3 Firestore snapshot; live read blocked by RESOURCE_EXHAUSTED
981,kto-1936339,제주 청수리마을,JEJU_CITY,west,서부 (한경),12,관광지,spot,UNKNOWN,6,0,6,6,24,25,,1,제주 청수리마을,1,12:관광지,1,제주특별자치도 제주시 한경면 대한로 1036,0,,1,"33.3175650318651,126.247673674219",0,,1,https://tong.visitkorea.or.kr/cms/resource/39/2754539_image2_1.jpg,0,,0,,0,,0,,0,,0,,0,,1,63006,0,,0,,0,,0,,0,,0,,0,,0,,0,,2b91c56fc7b5196bc828c9238081678ed31b26a21a318ac516580238a40ca35b,hank-place-field-audit-v1,Stage3 Firestore snapshot; live read blocked by RESOURCE_EXHAUSTED
982,kto-1937744,소심한 책방,JEJU_CITY,east,동부 (구좌),14,문화시설,spot,UNKNOWN,6,0,6,6,24,25,,1,소심한 책방,1,14:문화시설,1,제주특별자치도 제주시 구좌읍 종달동길 36-10,0,,1,"33.490276261417776,126.90265167417601",0,,1,https://tong.visitkorea.or.kr/cms/resource/18/3507618_image2_1.JPG,0,,0,,0,,0,,0,,0,,0,,1,63364,0,,0,,0,,0,,0,,0,,0,,0,,0,,2b91c56fc7b5196bc828c9238081678ed31b26a21a318ac516580238a40ca35b,hank-place-field-audit-v1,Stage3 Firestore snapshot; live read blocked by RESOURCE_EXHAUSTED
983,kto-1939078,조천읍도서관,JEJU_CITY,east,동부 (조천),14,문화시설,spot,UNKNOWN,6,0,6,6,24,25,,1,조천읍도서관,1,14:문화시설,1,제주특별자치도 제주시 조천읍 일주동로 1189,0,,1,"33.5376775945,126.6676656403",0,,1,https://tong.visitkorea.or.kr/cms/resource/91/3553091_image2_1.jpg,0,,0,,0,,0,,0,,0,,0,,1,63333,0,,0,,0,,0,,0,,0,,0,,0,,0,,2b91c56fc7b5196bc828c9238081678ed31b26a21a318ac516580238a40ca35b,hank-place-field-audit-v1,Stage3 Firestore snapshot; live read blocked by RESOURCE_EXHAUSTED
984,kto-1939093,삼매봉도서관,SEOGWIPO_CITY,seogwipo,서귀포시,14,문화시설,spot,UNKNOWN,6,0,6,6,24,25,,1,삼매봉도서관,1,14:문화시설,1,제주특별자치도 서귀포시 남성중로153번길 15 (서홍동),0,,1,"33.2448280912,126.5519610544",0,,1,https://tong.visitkorea.or.kr/cms/resource/49/3383849_image2_1.jpg,0,,0,,0,,0,,0,,0,,0,,1,63594,0,,0,,0,,0,,0,,0,,0,,0,,0,,2b91c56fc7b5196bc828c9238081678ed31b26a21a318ac516580238a40ca35b,hank-place-field-audit-v1,Stage3 Firestore snapshot; live read blocked by RESOURCE_EXHAUSTED
985,kto-1939121,법환동 청소년문화의집,SEOGWIPO_CITY,seogwipo,서귀포시,14,문화시설,spot,UNKNOWN,6,0,6,6,24,25,,1,법환동 청소년문화의집,1,14:문화시설,1,제주특별자치도 서귀포시 막숙포로 70-1,0,,1,"33.2355047172,126.5141867807",0,,1,https://tong.visitkorea.or.kr/cms/resource/37/4072637_image2_1.jpg,0,,0,,0,,0,,0,,0,,0,,1,63573,0,,0,,0,,0,,0,,0,,0,,0,,0,,2b91c56fc7b5196bc828c9238081678ed31b26a21a318ac516580238a40ca35b,hank-place-field-audit-v1,Stage3 Firestore snapshot; live read blocked by RESOURCE_EXHAUSTED
986,kto-1945208,수악(물오름),SEOGWIPO_CITY,seogwipo,서귀포시,12,관광지,spot,UNKNOWN,6,0,6,6,24,25,,1,수악(물오름),1,12:관광지,1,제주특별자치도 서귀포시 남원읍 516로 1042,0,,1,"33.324667743,126.6094946439",0,,1,https://tong.visitkorea.or.kr/cms/resource/92/3477492_image2_1.jpg,0,,0,,0,,0,,0,,0,,0,,1,63607,0,,0,,0,,0,,0,,0,,0,,0,,0,,2b91c56fc7b5196bc828c9238081678ed31b26a21a318ac516580238a40ca35b,hank-place-field-audit-v1,Stage3 Firestore snapshot; live read blocked by RESOURCE_EXHAUSTED
987,kto-1945578,소남머리,SEOGWIPO_CITY,seogwipo,서귀포시,12,관광지,spot,UNKNOWN,6,0,6,6,24,25,,1,소남머리,1,12:관광지,1,제주특별자치도 서귀포시 칠십리로 145 (서귀동),0,,1,"33.2443787372,126.5689416339",0,,1,https://tong.visitkorea.or.kr/cms/resource/84/3477284_image2_1.jpg,0,,0,,0,,0,,0,,0,,0,,1,63596,0,,0,,0,,0,,0,,0,,0,,0,,0,,2b91c56fc7b5196bc828c9238081678ed31b26a21a318ac516580238a40ca35b,hank-place-field-audit-v1,Stage3 Firestore snapshot; live read blocked by RESOURCE_EXHAUSTED
988,kto-1945592,송아오름,JEJU_CITY,west,서부 (한경),12,관광지,spot,UNKNOWN,6,0,6,6,24,25,,1,송아오름,1,12:관광지,1,제주특별자치도 제주시 한경면 용금로 545,0,,1,"33.3372049375,126.2381599336",0,,1,https://tong.visitkorea.or.kr/cms/resource/88/3477988_image2_1.jpg,0,,0,,0,,0,,0,,0,,0,,1,63004,0,,0,,0,,0,,0,,0,,0,,0,,0,,2b91c56fc7b5196bc828c9238081678ed31b26a21a318ac516580238a40ca35b,hank-place-field-audit-v1,Stage3 Firestore snapshot; live read blocked by RESOURCE_EXHAUSTED
989,kto-1952520,차귀도요트,JEJU_CITY,west,서부 (한경),28,레포츠,spot,UNKNOWN,6,0,6,6,24,25,,1,차귀도요트,1,28:레포츠,1,제주특별자치도 제주시 한경면 한경해안로 156,0,,1,"33.3239750414,126.1660310357",0,,1,https://tong.visitkorea.or.kr/cms/resource/91/4073091_image2_1.jpg,0,,0,,0,,0,,0,,0,,0,,1,63009,0,,0,,0,,0,,0,,0,,0,,0,,0,,2b91c56fc7b5196bc828c9238081678ed31b26a21a318ac516580238a40ca35b,hank-place-field-audit-v1,Stage3 Firestore snapshot; live read blocked by RESOURCE_EXHAUSTED
990,kto-1957971,제주도 관광특구,JEJU_CITY,jeju_city,제주시,12,관광지,spot,UNKNOWN,6,0,6,6,24,25,,1,제주도 관광특구,1,12:관광지,1,제주특별자치도,0,,1,"33.391158595,126.4961418675",0,,1,https://tong.visitkorea.or.kr/cms/resource/21/3556321_image2_1.jpg,0,,0,,0,,0,,0,,0,,0,,1,63208,0,,0,,0,,0,,0,,0,,0,,0,,0,,2b91c56fc7b5196bc828c9238081678ed31b26a21a318ac516580238a40ca35b,hank-place-field-audit-v1,Stage3 Firestore snapshot; live read blocked by RESOURCE_EXHAUSTED
991,kto-1964507,놀맨,JEJU_CITY,west,서부 (애월),39,음식점,food,UNKNOWN,6,0,6,6,24,25,,1,놀맨,1,39:음식점,1,제주특별자치도 제주시 애월읍 애월로1길 24,0,,1,"33.4624724214,126.3101974901",0,,1,https://tong.visitkorea.or.kr/cms/resource/15/3466515_image2_1.jpg,0,,0,,0,,0,,0,,0,,0,,1,63043,0,,0,,0,,0,,0,,0,,0,,0,,0,,2b91c56fc7b5196bc828c9238081678ed31b26a21a318ac516580238a40ca35b,hank-place-field-audit-v1,Stage3 Firestore snapshot; live read blocked by RESOURCE_EXHAUSTED
992,kto-1965800,높은오름,JEJU_CITY,east,동부 (구좌),12,관광지,spot,UNKNOWN,6,0,6,6,24,25,,1,높은오름,1,12:관광지,1,제주특별자치도 제주시 구좌읍 송당리,0,,1,"33.4573282459,126.7928118419",0,,1,https://tong.visitkorea.or.kr/cms/resource/04/3527004_image2_1.jpg,0,,0,,0,,0,,0,,0,,0,,1,63355,0,,0,,0,,0,,0,,0,,0,,0,,0,,2b91c56fc7b5196bc828c9238081678ed31b26a21a318ac516580238a40ca35b,hank-place-field-audit-v1,Stage3 Firestore snapshot; live read blocked by RESOURCE_EXHAUSTED
993,kto-1973369,윗세오름,JEJU_CITY,west,서부 (애월),12,관광지,spot,UNKNOWN,6,0,6,6,24,25,,1,윗세오름,1,12:관광지,1,제주특별자치도 제주시 애월읍 광령리,0,,1,"33.3608206597,126.5199599283",0,,1,https://tong.visitkorea.or.kr/cms/resource/14/3527014_image2_1.jpg,0,,0,,0,,0,,0,,0,,0,,1,63062,0,,0,,0,,0,,0,,0,,0,,0,,0,,2b91c56fc7b5196bc828c9238081678ed31b26a21a318ac516580238a40ca35b,hank-place-field-audit-v1,Stage3 Firestore snapshot; live read blocked by RESOURCE_EXHAUSTED
994,kto-1979715,호텔레오,JEJU_CITY,jeju_city,제주시,32,숙박,stay,UNKNOWN,6,0,6,6,24,25,,1,호텔레오,1,32:숙박,1,제주특별자치도 제주시 삼무로 14 (연동),0,,1,"33.4897327673577,126.48824294335",0,,1,https://tong.visitkorea.or.kr/cms/resource/55/4067855_image2_1.jpg,0,,0,,0,,0,,0,,0,,0,,1,63129,0,,0,,0,,0,,0,,0,,0,,0,,0,,2b91c56fc7b5196bc828c9238081678ed31b26a21a318ac516580238a40ca35b,hank-place-field-audit-v1,Stage3 Firestore snapshot; live read blocked by RESOURCE_EXHAUSTED
